,words,type,sentiment,lemm,source
11083,рассыпаться,Verb,negative,рассыпаться,fact
11084,растащиловка,Noun,negative,растащиловка,opinion
11085,растеребить,Verb,positive,растеребить,opinion
11086,растериваться,Verb,negative,растериваться,fact
11087,растериваться,Verb,negative,растериваться,feeling
11088,растерянность,Noun,negative,растерянность,opinion
11089,растерянный,Adj,negative,растерянный,opinion
11090,растеряться,Verb,negative,растеряться,fact
11091,растеряться,Verb,negative,растеряться,feeling
11092,растеряха,Noun,negative,растеряха,opinion
11093,растеряша,Noun,negative,растеряша,opinion
11094,растлевать,Verb,negative,растлевать,fact
11095,растлевать,Verb,negative,растлевать,opinion
11096,растление,Noun,negative,растление,fact
11097,растление,Noun,negative,растление,opinion
11098,растлить,Verb,negative,растлить,fact
11099,растлить,Verb,negative,растлить,opinion
11100,растормошить,Verb,positive,растормошить,opinion
11101,расторопность,Noun,positive,расторопность,opinion
11102,расторопный,Adj,positive,расторопный,opinion
11103,расточительница,Noun,negative,расточительница,opinion
11104,расточительность,Noun,negative,расточительность,opinion
11105,расточительный,Adj,negative,расточительный,opinion
11106,расточительский,Adj,negative,расточительский,opinion
11107,расточительство,Noun,negative,расточительство,opinion
11108,расточитель,Noun,negative,расточитель,opinion
11109,растранжиривание,Noun,negative,растранжиривание,opinion
11110,растранжиривать,Verb,negative,растранжиривать,opinion
11111,растранжирить,Verb,negative,растранжирить,opinion
11112,растрата,Noun,negative,растрата,fact
11113,растратчик,Noun,negative,растратчик,fact
11114,растратчица,Noun,negative,растратчица,fact
11115,растревоживать,Verb,negative,растревоживать,feeling
11116,растревожить,Verb,negative,растревожить,feeling
11117,растрепа,Noun,negative,растрепа,opinion
11118,растут цены,VG,positive/negative,расти цена,fact
11119,растянутость,Noun,negative,растянутость,opinion
11120,растянутый,Adj,negative,растянутый,opinion
11121,растяпа,Noun,negative,растяпа,opinion
11122,расхваливание,Noun,positive,расхваливание,opinion
11123,расхваливать,Verb,positive,расхваливать,opinion
11124,расхвалить,Verb,positive,расхвалить,opinion
11125,расхварываться,Verb,negative,расхварываться,feeling
11126,расхвораться,Verb,negative,расхвораться,feeling
11127,расхититель,Noun,negative,расхититель,opinion
11128,расхитить,Verb,negative,расхитить,fact
11129,расхищать,Verb,negative,расхищать,fact
11130,расхищение,Noun,negative,расхищение,fact
11131,расхлябанность,Noun,negative,расхлябанность,opinion
11132,расхлябанный,Adj,negative,расхлябанный,opinion
11133,расхождение,Noun,negative,расхождение,fact
11134,расхождение,Noun,negative,расхождение,opinion
11135,расхождение,Noun,neutral,расхождение,fact
11136,расхожий,Adj,negative,расхожий,opinion
11137,расхожий,Adj,positive,расхожий,opinion
11138,расцвести,Verb,neutral,расцвести,fact
11139,расцвести,Verb,positive,расцвести,feeling
11140,расцвести,Verb,positive,расцвести,opinion
11141,расцвести,Verb,positive,расцвести,opinion
11142,расцветание,Noun,neutral,расцветание,fact
